centre_id,pop_2024
02.113.03.01,16113.0
02.113.03.07,5783.0
02.113.03.09,14561.0
02.113.03.11.3,6910.0
02.113.03.11.Rur,7749.0
02.113.05.03,19013.0
02.113.05.05,11249.0
02.113.05.13,3783.0
02.113.05.15,4088.0
02.113.05.17,2366.0
02.113.05.19,23846.0
02.167.01.03,15002.0
02.167.01.09,15661.0
02.167.01.13,15391.0
02.167.11.05,4950.0
02.167.11.07,7996.0
02.167.11.11,5303.0
02.167.11.19,5755.0
02.167.11.25.3,2858.0
02.167.11.25.Rur,9340.0
02.167.11.27,11348.0
02.167.13.01,4132.0
02.167.13.09,4873.0
02.167.13.15,8008.0
02.167.13.17,7032.0
02.167.13.21.3,2964.0
02.167.13.21.Rur,5238.0
02.167.13.23,3881.0
02.167.13.29.3,2876.0
02.167.13.29.Rur,5525.0
02.167.15.03,4721.0
02.167.15.05,4177.0
02.167.15.07.3,3595.0
02.167.15.07.Rur,4923.0
02.167.15.13,3456.0
02.167.17.01,8705.0
02.167.17.09,16778.0
02.167.17.11,3703.0
02.251.01.01,30068.0
02.251.01.03,10449.0
02.251.03.01,706.0
02.251.03.03.3,9474.0
02.251.03.03.Rur,8083.0
02.251.03.05.3,4521.0
02.251.03.05.Rur,6660.0
02.251.03.13,1501.0
02.251.05.01,1790.0
02.251.05.03,8261.0
02.251.05.05,6554.0
02.251.05.07.3,9262.0
02.251.05.07.Rur,5007.0
02.251.07.07,15242.0
02.251.07.09,8067.0
02.251.07.11.3,12629.0
02.251.07.11.Rur,6177.0
02.265.01.03,80703.0
02.265.05.01,7144.0
02.265.05.03,6839.0
02.265.05.05,39947.0
02.265.05.07,14457.0
02.265.05.15,20857.0
02.265.07.09,6141.0
02.265.07.11,1117.0
02.265.07.13,12092.0
02.265.07.17,26540.0
02.275.01.03,15488.0
02.275.01.17,41014.0
02.275.01.35,3066.0
02.275.05.01,10887.0
02.275.05.11,2882.0
02.275.05.13,4656.0
02.275.05.15,1276.0
02.275.07.03,2604.0
02.275.07.07,5467.0
02.275.07.09,2541.0
02.275.09.05,5712.0
02.275.09.13,1275.0
02.275.09.15.3,1747.0
02.275.09.15.Rur,607.0
02.275.09.21.3,1407.0
02.275.09.21.Rur,2898.0
02.381.01.01,46540.0
02.381.01.03,50508.0
02.381.01.05,158202.0
02.381.01.07,36766.0
02.381.01.09,31431.0
02.381.01.15,7527.0
02.381.01.19,29628.0
02.381.05.01,6846.0
02.381.05.03.3,4825.0
02.381.05.03.Rur,17938.0
02.381.05.05,8199.0
02.381.05.07,5366.0
02.381.05.09,44626.0
02.381.05.13,12706.0
02.381.05.15.3,13763.0
02.381.05.15.Rur,1904.0
02.381.05.17,7731.0
02.381.07.01,2020.0
02.381.07.03,2278.0
02.381.07.05.3,4602.0
02.381.07.05.Rur,11875.0
02.381.07.07,14691.0
02.381.07.09,7465.0
02.381.07.11,3149.0
02.381.07.13,26052.0
02.381.07.17.3,4586.0
02.381.07.17.Rur,4763.0
02.411.01.11,10907.0
02.411.01.19,1019.0
02.411.01.23,506224.0
02.411.03.01,18051.0
02.411.03.03,4426.0
02.411.03.05,6239.0
02.411.03.07,1335.0
02.411.05.09,10256.0
02.411.05.11,4335.0
02.411.05.17,3600.0
02.411.05.19,6062.0
02.533.01.13,4447.0
02.533.01.15,40652.0
02.533.01.33,100402.0
02.533.03.05,933.0
02.533.03.15,2316.0
02.533.03.17,13951.0
02.533.03.19,6779.0
02.533.07.03,7692.0
02.533.07.09,4343.0
02.533.07.13,5295.0
02.533.07.21,6092.0
02.533.09.01,11024.0
02.533.09.07,8222.0
02.533.09.11,8009.0
03.061.01.01,551503.0
03.061.01.03,5009.0
03.061.01.05,16892.0
03.061.01.07,26970.0
03.061.01.09,10038.0
03.061.01.11,112180.0
03.061.03.01.3,4311.0
03.061.03.01.Rur,10246.0
03.061.03.02.3,5551.0
03.061.03.02.Rur,8435.0
03.061.03.05,3341.0
03.061.03.07.3,14417.0
03.061.03.07.Rur,4662.0
03.061.03.09,11609.0
03.061.05.01.3,14249.0
03.061.05.01.Rur,14047.0
03.061.05.03,20698.0
03.061.05.05.3,6965.0
03.061.05.05.Rur,23095.0
03.061.05.07.3,4059.0
03.061.05.07.Rur,12320.0
03.061.05.09.3,7150.0
03.061.05.09.Rur,13277.0
03.061.07.01,4727.0
03.061.07.05,8355.0
03.061.07.07.3,996.0
03.061.07.07.Rur,6676.0
03.061.07.09,9009.0
03.061.07.11,12158.0
03.131.01.01,6761.0
03.131.01.02,4676.0
03.131.01.03,28408.0
03.131.01.05,20673.0
03.131.09.01,2397.0
03.131.09.03,1694.0
03.131.09.05,2292.0
03.131.09.07,4887.0
03.131.03.09,7984.0
03.131.03.11.3,12913.0
03.131.03.11.Rur,11764.0
03.131.09.13,3567.0
03.131.03.15.3,2632.0
03.131.03.15.Rur,5665.0
03.131.09.17,2701.0
03.131.05.01,10471.0
03.131.05.03,5430.0
03.131.05.05,9969.0
03.131.07.01,7706.0
03.131.07.03,8333.0
03.131.07.05,29594.0
03.131.07.07,3279.0
03.131.07.09,11615.0
03.171.01.01,19158.0
03.171.01.03,33055.0
03.171.01.05,41359.0
03.171.01.07,28736.0
03.171.03.01,3261.0
03.171.03.03.3,5033.0
03.171.03.03.Rur,11879.0
03.171.03.05.3,4276.0
03.171.03.05.Rur,3591.0
03.171.03.07,6707.0
03.171.03.09,3562.0
03.171.05.01.3,10418.0
03.171.05.01.Rur,12362.0
03.171.05.03,13604.0
03.171.05.05,15241.0
03.171.05.07,32377.0
03.171.07.01,7906.0
03.171.07.03,5857.0
03.171.07.05,8774.0
03.231.01.01,128030.0
03.231.01.03,15121.0
03.231.01.05,237242.0
03.231.01.07,49775.0
03.231.01.09,187737.0
03.231.01.11,206427.0
03.231.01.13,358631.0
03.231.01.15.3,44614.0
03.231.01.15.Rur,11738.0
03.231.81.03,11109.0
03.231.81.05.3,3446.0
03.231.81.05.Rur,2302.0
03.271.01.01,57657.0
03.271.01.03,13964.0
03.271.03.01.3,4774.0
03.271.03.01.Rur,4215.0
03.271.03.03,7676.0
03.271.03.05.3,2893.0
03.271.03.05.Rur,7374.0
03.271.03.07.3,5025.0
03.271.03.07.Rur,11416.0
03.271.03.09,10085.0
03.271.03.11.3,4582.0
03.271.03.11.Rur,6989.0
03.271.01.05,12050.0
03.271.01.07,12204.0
03.451.01.01,13727.0
03.451.01.03,11400.0
03.451.01.05,21943.0
03.451.01.07,18469.0
03.451.01.09,86903.0
03.451.03.01,1216.0
03.451.03.03.3,4289.0
03.451.03.03.Rur,2309.0
03.451.03.05,8954.0
03.451.03.07,3540.0
03.451.03.09,8498.0
03.451.03.11,4056.0
03.451.03.13,5872.0
03.451.03.15,6022.0
03.451.03.17,1397.0
03.451.05.01.3,16160.0
03.451.05.01.Rur,12424.0
03.451.05.03,18701.0
03.451.07.01,9920.0
03.451.07.03,3566.0
03.451.07.05,6128.0
03.451.07.07,10417.0
03.451.07.09,9285.0
03.451.07.11,13748.0
03.451.07.13,5804.0
03.531.01.01,7117.0
03.531.01.03,20859.0
03.531.01.05,39114.0
03.531.01.07,5218.0
03.531.01.09,12096.0
03.531.03.01,5853.0
03.531.03.03,15201.0
03.531.03.05,11763.0
03.531.03.07,7380.0
03.531.03.09.3,2075.0
03.531.03.09.Rur,11181.0
03.531.03.11,14944.0
03.531.03.13,7880.0
03.531.03.15,7915.0
03.531.03.17,14284.0
03.531.03.19,13635.0
03.531.03.21,13217.0
03.531.03.23,15191.0
03.531.05.01,8479.0
03.531.05.03,13767.0
03.531.05.05,16405.0
03.531.05.07,15904.0
03.531.05.09,13679.0
03.531.05.11,23690.0
03.531.05.13,6557.0
03.531.05.15,12554.0
03.531.05.17,11240.0
03.531.07.01,15115.0
03.531.07.03,8967.0
03.531.07.05,5993.0
03.531.07.07,11564.0
03.531.07.09.3,3496.0
03.531.07.09.Rur,21327.0
03.531.07.11,10285.0
03.531.07.13,14340.0
03.531.07.15,7712.0
03.531.07.17,3666.0
03.531.07.19,12252.0
03.531.07.21,7539.0
03.531.09.01.3,8103.0
03.531.09.01.Rur,16620.0
03.531.09.03,10598.0
03.531.09.05,8639.0
03.531.09.07,16329.0
03.531.09.09,7485.0
03.531.09.11,8195.0
03.531.09.13,7825.0
03.531.09.15,9763.0
03.531.09.17,10800.0
03.531.09.19,8560.0
03.531.09.21,13299.0
03.531.09.23,16980.0
03.561.01.01,4410.0
03.561.01.05,10929.0
03.561.01.07,28612.0
03.561.01.11,150763.0
03.561.03.01.3,1370.0
03.561.03.01.Rur,7270.0
03.561.03.03,6996.0
03.561.03.05,8125.0
03.561.03.07,2328.0
03.561.03.09,6280.0
03.561.03.11.3,1677.0
03.561.03.11.Rur,3759.0
03.561.07.01,19873.0
03.561.07.03,10093.0
03.561.07.05,8510.0
03.561.07.07,22437.0
03.561.07.09.3,6687.0
03.561.07.09.Rur,10875.0
03.561.07.11,6156.0
03.561.09.01,15147.0
03.561.09.03,1667.0
03.561.09.07.3,2423.0
03.561.09.07.Rur,9242.0
03.561.09.09,7385.0
03.561.09.11,2030.0
03.561.09.13.3,4303.0
03.561.09.13.Rur,5040.0
03.561.11.01,9632.0
03.561.11.03,6625.0
03.561.11.05,5942.0
03.561.11.07,7060.0
03.561.11.09,7800.0
03.561.11.11,6000.0
03.561.11.13.3,1539.0
03.561.11.13.Rur,8872.0
03.561.11.15,5773.0
03.561.13.01,4209.0
03.561.13.03,17323.0
03.561.13.05,10801.0
03.561.13.07,21732.0
03.561.13.09,5197.0
03.561.13.11,3422.0
03.561.13.13,7882.0
03.561.13.15,6775.0
03.591.01.01,4545.0
03.591.01.03.3,37142.0
03.591.01.03.4,11691.0
03.591.01.03.Rur,42708.0
03.591.03.03,6145.0
03.591.03.05,26750.0
03.591.03.07,11984.0
03.591.05.01,12354.0
03.591.05.02,14910.0
03.591.05.03,14715.0
03.591.05.05,11523.0
03.591.05.07,9399.0
03.591.05.09,13088.0
04.281.01.01,507736.0
04.281.01.05,58558.0
04.281.01.11,70894.0
04.281.03.01,37935.0
04.281.03.05,22652.0
04.281.03.11,23848.0
04.281.01.13.3,67255.0
04.281.01.13.Rur,8972.0
04.281.05.03,53545.0
04.281.05.07,41434.0
04.281.05.09,36452.0
04.281.05.11,24703.0
04.281.07.01.3,4478.0
04.281.07.01.Rur,30599.0
04.281.07.03,28711.0
04.281.07.05,11238.0
04.281.07.07,6264.0
04.281.09.01,38611.0
04.281.09.09.3,6892.0
04.281.09.09.Rur,15374.0
04.281.09.13,52679.0
04.281.09.15,24190.0
04.281.11.03,21374.0
04.281.11.05.3,19644.0
04.281.11.05.Rur,15956.0
04.281.11.07.3,8642.0
04.281.11.07.Rur,24001.0
04.281.11.11,21610.0
04.291.01.01,125834.0
04.291.01.03,11117.0
04.291.01.05,103850.0
04.291.01.17,29147.0
04.291.03.01,7065.0
04.291.03.03,9375.0
04.291.03.05,4676.0
04.291.03.07.3,7692.0
04.291.03.07.Rur,13315.0
04.291.03.09,13792.0
04.291.03.11,15447.0
04.291.03.13,7071.0
04.291.03.15,6875.0
04.291.03.17,7644.0
04.291.05.01,1454.0
04.291.05.03,8179.0
04.291.05.05,2877.0
04.291.05.07,6049.0
04.291.05.09.3,8250.0
04.291.05.09.Rur,2562.0
04.291.05.11.3,14308.0
04.291.05.11.Rur,5271.0
04.291.05.13.3,3313.0
04.291.05.13.Rur,5700.0
04.291.07.01,10425.0
04.291.07.05,11851.0
04.291.07.07.3,4421.0
04.291.07.07.Rur,10367.0
04.291.07.09,5051.0
04.291.07.11,12051.0
04.291.07.13,13017.0
04.291.07.15,4583.0
04.291.09.02,16644.0
04.291.09.03,4396.0
04.291.09.05,4491.0
04.291.09.07,3809.0
04.291.09.09,6837.0
04.291.09.11,15070.0
04.291.09.13,14021.0
04.291.09.19,5139.0
04.421.01.01,70435.0
04.421.01.03,157587.0
04.421.01.05,92454.0
04.421.01.06,21049.0
04.421.01.07,5703.0
04.421.01.09,168391.0
04.441.01.03,167319.0
04.441.01.05,76233.0
04.441.01.06,234326.0
04.441.01.07,229838.0
04.441.01.08,43598.0
04.441.01.09,237385.0
04.441.01.11,24913.0
04.441.01.13.3,23971.0
04.441.01.13.Rur,51971.0
04.481.01.01,7826.0
04.481.01.03,8554.0
04.481.01.05,31976.0
04.481.01.07,32615.0
04.481.01.11,75037.0
04.481.03.01,23018.0
04.481.03.03,6623.0
04.481.03.09,7740.0
04.481.03.13,7685.0
04.481.03.15,11703.0
04.481.03.17,14484.0
04.481.05.01,18528.0
04.481.05.07,26833.0
04.481.05.09,28106.0
04.481.07.05.3,11860.0
04.481.07.05.Rur,14386.0
04.481.07.07,20154.0
04.481.07.11,11578.0
04.481.07.19,7977.0
04.481.07.21,15013.0
04.481.09.01,7626.0
04.481.09.03,11843.0
04.481.09.05,10303.0
04.481.09.07,10366.0
04.481.09.09,7396.0
04.481.09.11,10245.0
04.481.09.13.3,8223.0
04.481.09.13.Rur,8606.0
04.481.11.03,36072.0
04.481.11.05,19117.0
04.481.11.11,34016.0
04.491.01.07,95114.0
04.491.01.09,39946.0
04.491.03.07,33007.0
04.491.03.15,24744.0
04.491.03.17,21998.0
04.491.05.01,11707.0
04.491.05.03,22693.0
04.491.05.05,32873.0
04.491.05.09,22399.0
04.491.05.11,13491.0
04.491.05.13,33227.0
04.501.01.01,98502.0
04.501.01.03,20950.0
04.501.01.05,122705.0
04.501.01.07,297098.0
04.501.01.09,73985.0
04.501.03.01,7168.0
04.501.03.03,4322.0
04.501.03.11.3,12315.0
04.501.03.11.4,86851.0
04.501.03.11.Rur,17483.0
04.501.05.03.3,23301.0
04.501.05.03.Rur,3243.0
04.501.05.05,15552.0
05.081.01.01,48138.0
05.081.01.03,33635.0
05.081.03.01,11964.0
05.081.03.03,13548.0
05.081.03.05,11992.0
05.081.03.07,23531.0
05.081.03.09,16401.0
05.081.03.11,12959.0
05.081.03.13,11260.0
05.081.05.01,8662.0
05.081.05.05,12390.0
05.081.05.07.3,4014.0
05.081.05.07.Rur,9588.0
05.081.05.09.3,5804.0
05.081.05.09.Rur,3569.0
05.081.05.11,13409.0
05.081.05.13,9352.0
05.081.05.15,7354.0
05.081.05.17,10891.0
05.081.05.19,10254.0
05.081.05.21,5734.0
05.081.09.03,2765.0
05.081.09.07,3405.0
05.081.09.09,3976.0
05.081.09.11,4605.0
05.081.09.13,1464.0
05.081.09.15.3,8639.0
05.081.09.15.Rur,4763.0
05.081.09.17,3877.0
05.081.09.19,16412.0
05.081.09.21,3784.0
05.081.09.23,11592.0
05.081.11.01.3,12981.0
05.081.11.01.Rur,7234.0
05.081.11.03,23675.0
05.081.11.05,1459.0
05.081.11.25,6852.0
05.081.13.05,13908.0
05.081.13.07,18091.0
05.081.13.09,16554.0
05.081.13.17,18868.0
05.081.13.19,13661.0
05.081.15.01,7840.0
05.081.15.03,18538.0
05.081.15.11,11175.0
05.081.15.13,26410.0
05.081.15.15,16229.0
05.081.15.21,10906.0
05.091.01.01,209594.0
05.091.01.03,19964.0
05.091.01.07,48172.0
05.091.01.13,25088.0
05.091.03.01,16256.0
05.091.03.03,13366.0
05.091.03.05.3,14832.0
05.091.03.05.Rur,6804.0
05.091.03.07.3,9681.0
05.091.03.07.Rur,16104.0
05.091.03.09.3,4306.0
05.091.03.09.Rur,16149.0
05.091.03.11,24232.0
05.091.05.01.3,7761.0
05.091.05.01.Rur,5612.0
05.091.05.05,7952.0
05.091.05.17,12547.0
05.091.07.03,7863.0
05.091.07.07.3,11305.0
05.091.07.07.Rur,14546.0
05.091.07.11,5389.0
05.091.07.13,20023.0
05.091.07.15,13773.0
05.091.11.01,13153.0
05.091.11.03,14247.0
05.091.11.05,13441.0
05.091.11.07,8167.0
05.255.01.05,97380.0
05.255.01.09,24564.0
05.255.01.11,60293.0
05.255.05.05,14583.0
05.255.05.09,30039.0
05.255.05.11,24503.0
05.255.05.13,12981.0
05.255.09.01,13766.0
05.255.09.03,10413.0
05.255.09.05,14097.0
05.255.09.07.3,8543.0
05.255.09.07.Rur,28521.0
05.255.09.09,9692.0
05.255.09.11,28601.0
05.255.11.01.3,11558.0
05.255.11.01.Rur,18556.0
05.255.11.03,41154.0
05.255.11.07,26733.0
05.301.01.01,123738.0
05.301.01.05,46285.0
05.301.03.01.3,11832.0
05.301.03.01.Rur,6015.0
05.301.03.03,2629.0
05.301.03.05.3,7874.0
05.301.03.05.Rur,6706.0
05.301.03.07.3,2399.0
05.301.03.07.Rur,4397.0
05.301.03.09.3,5774.0
05.301.03.09.Rur,3076.0
05.301.03.11,6911.0
05.301.03.13.3,9980.0
05.301.03.13.Rur,5808.0
05.301.05.01,6781.0
05.301.05.05,3266.0
05.301.05.11,8669.0
05.301.05.13,10444.0
05.301.05.21,1625.0
05.301.05.25.3,8955.0
05.301.05.25.Rur,7546.0
05.301.07.03.3,17371.0
05.301.07.03.Rur,19189.0
05.301.07.07.3,1701.0
05.301.07.07.Rur,7996.0
05.301.07.09.3,3899.0
05.301.07.09.Rur,3404.0
05.301.07.15.3,4835.0
05.301.07.15.Rur,2786.0
05.301.07.17,7821.0
05.301.07.19,8018.0
05.301.07.23,2510.0
05.311.01.01,47209.0
05.311.01.03,14722.0
05.311.01.05,9727.0
05.311.01.07,195931.0
05.311.01.09,93776.0
05.311.03.01,3900.0
05.311.03.03,4191.0
05.311.03.05,5533.0
05.311.03.07,4323.0
05.311.03.09,5591.0
05.311.03.11,2474.0
05.311.03.13,3353.0
05.311.03.15,3082.0
05.311.05.01,5617.0
05.311.05.03,8928.0
05.311.05.05.3,11232.0
05.311.05.05.Rur,3811.0
05.311.05.07,8560.0
05.311.05.09,2965.0
05.311.05.11,4937.0
05.311.05.13,15860.0
05.311.05.15,8983.0
05.311.07.01,3392.0
05.311.07.03,6725.0
05.311.07.05,6948.0
05.311.07.07,8612.0
05.311.07.09,6905.0
05.311.07.11,5595.0
05.311.07.13,4652.0
05.311.07.15,8147.0
05.311.07.17,6912.0
05.311.07.19,2552.0
06.111.01.01,67317.0
06.111.01.03,55722.0
06.111.01.05,29139.0
06.111.03.01,12116.0
06.111.05.03,21248.0
06.111.03.05,12700.0
06.111.03.07,15692.0
06.111.03.11,9117.0
06.111.03.13,5475.0
06.111.03.15,9612.0
06.111.03.17,4170.0
06.111.03.19,14092.0
06.111.05.01,4256.0
06.111.05.04,7595.0
06.111.05.05,11266.0
06.117.01.03,168687.0
06.117.01.05,96619.0
06.117.01.07,20467.0
06.117.01.09,74762.0
06.117.01.11,10894.0
06.117.01.13,34431.0
06.117.05.01,8338.0
06.117.05.11,18081.0
06.117.05.13,10854.0
06.117.05.27,6141.0
06.117.05.29,9476.0
06.117.05.35,9315.0
06.117.08.05,6093.0
06.117.08.07,10733.0
06.117.08.09,15374.0
06.117.08.17,8863.0
06.117.08.19,7489.0
06.117.08.20,20004.0
06.117.08.21,6554.0
06.117.08.23,8421.0
06.117.09.25,43776.0
06.117.09.33,45285.0
06.141.01.01,66202.0
06.141.01.03,139669.0
06.141.01.07,138294.0
06.141.01.11,125933.0
06.141.01.13,98139.0
06.141.01.21,155828.0
06.141.01.23,104775.0
06.141.01.25,104232.0
06.141.01.31,537509.0
06.141.01.41,374707.0
06.141.01.51,154919.0
06.141.01.53,551443.0
06.141.01.61,105612.0
06.141.01.63,101640.0
06.141.01.71,245139.0
06.141.01.73,211894.0
06.141.01.81,2101.0
06.181.01.01,42098.0
06.181.01.03,237464.0
06.181.01.05,30247.0
06.181.03.01,38025.0
06.181.03.05,26192.0
06.181.03.07,20929.0
06.181.03.11.3,11077.0
06.181.03.11.Rur,27092.0
06.181.05.01.3,17438.0
06.181.05.01.4,9243.0
06.181.05.01.5,7663.0
06.181.05.01.Rur,69649.0
06.181.05.03,25367.0
06.181.05.05,27895.0
06.181.05.07,36018.0
06.181.05.09,25935.0
06.181.05.11,11038.0
06.181.07.03,35777.0
06.181.07.09,33380.0
06.181.09.01,14740.0
06.181.09.03,9821.0
06.181.09.05,26075.0
06.181.09.07,16277.0
06.181.09.09,12130.0
06.181.09.11,9641.0
06.181.09.13.3,13607.0
06.181.09.13.Rur,6569.0
06.181.09.15,11052.0
06.181.09.17,6014.0
06.181.09.19.3,7311.0
06.181.09.19.Rur,25383.0
06.181.09.21,11730.0
06.181.09.23,11490.0
06.355.01.01,87977.0
06.355.01.03,29972.0
06.355.01.05,56019.0
06.355.01.07,95457.0
06.355.01.09,76362.0
06.371.01.01,194358.0
06.371.01.03,60804.0
06.371.01.05.3,89531.0
06.371.01.05.Rur,28122.0
06.371.01.07.3,52622.0
06.371.01.07.Rur,45393.0
06.371.03.05,12973.0
06.371.03.07,30254.0
06.385.01.01,200359.0
06.385.01.02,302970.0
06.385.01.03,36326.0
06.385.01.07,81048.0
06.385.01.05.3,33185.0
06.385.01.05.Rur,18436.0
06.461.01.01,33469.0
06.461.01.05,19438.0
06.461.01.09,5772.0
06.461.01.13,8027.0
06.461.01.15,171556.0
06.461.07.01,3992.0
06.461.07.03,12092.0
06.461.07.05,17411.0
06.461.07.07,10493.0
06.461.07.09,6159.0
06.461.07.11,5871.0
06.461.07.13,5393.0
06.461.07.15,2521.0
06.461.07.17,11410.0
06.461.07.19,9731.0
06.461.07.21,4150.0
06.461.11.02,9151.0
06.461.11.03,9718.0
06.461.11.07,7455.0
06.461.11.13,7508.0
06.461.11.15,12787.0
06.461.11.23,9081.0
06.461.11.29,13759.0
06.461.11.31,8972.0
06.461.13.09,11088.0
06.461.13.11,7926.0
06.461.13.17,7075.0
06.461.13.19,9513.0
06.461.13.21,12096.0
06.461.13.25.3,3561.0
06.461.13.25.Rur,10683.0
06.461.13.27,9427.0
06.461.13.33,22360.0
06.461.15.05,8462.0
06.461.15.09,5104.0
06.461.15.11,7018.0
06.461.15.14,22419.0
06.461.15.15,8426.0
06.461.15.19.3,2349.0
06.461.15.19.Rur,6396.0
06.461.15.25,14165.0
06.461.17.03,13099.0
06.461.17.07.3,2917.0
06.461.17.07.Rur,9272.0
06.461.17.13,9331.0
06.461.17.21,13153.0
06.461.17.23,8203.0
06.461.17.27,10511.0
06.461.17.31,11822.0
06.467.01.07,56201.0
06.467.01.09,13993.0
06.467.03.01,16767.0
06.467.03.03,12794.0
06.467.03.09,5249.0
06.467.03.17,9957.0
06.467.03.19.3,6291.0
06.467.03.19.Rur,11195.0
06.467.03.25,9201.0
06.467.03.31,5962.0
06.467.05.11,15550.0
06.467.05.13.3,1850.0
06.467.05.13.Rur,12409.0
06.467.05.15,14059.0
06.467.05.29.3,2190.0
06.467.05.29.Rur,9869.0
06.467.05.35,9043.0
06.467.07.05,23637.0
06.467.07.07,21071.0
06.467.07.21,18928.0
06.467.07.23,15770.0
06.467.07.27,8773.0
06.467.07.33,18535.0
06.467.11.01,34680.0
06.467.11.03,22622.0
06.467.11.07,25231.0
06.467.11.09,28361.0
06.467.01.05.3,9789.0
06.467.01.05.Rur,11953.0
07.041.01.01,56954.0
07.041.01.03,13840.0
